_NAME_,_PRICE_,_CUSINE_CATEGORY_,_CITY_,_REGION_,_URL_,_PAGE_NO_,_CUSINE_TYPE_,_TIMING_,_RATING_TYPE_,_RATING_,_VOTES_
"""Udupi Shri Krishna Vilas""","""500""","""South Indian,North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/udupi-shri-krishna-vilas-tajganj/info""","""12""","""Casual Dining""","""8am to 10pm(Mon-Sun)""","""Good""","""3.7""","""26"""
"""Bake'O'Fy""","""300""","""Fast Food,Desserts""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/bakeofy-1-dayal-bagh/info""","""12""","""Quick Bites""","""(Mon-Sun)""","""Good""","""3.7""","""31"""
"""Chickenwala.com""","""300""","""North Indian""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/chickenwala-com-sikandra/info""","""12""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Good""","""3.5""","""57"""
"""Red Caffino""","""200""","""Pizza,Burger,Beverages,Desserts""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/red-caffino-3-tajganj/info""","""12""","""Quick Bites""","""12noon to 10pm(Mon-Sun)""","""Good""","""3.5""","""29"""
"""Jackson Egg Corner""","""100""","""Fast Food""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/jackson-egg-corner-civil-lines/info""","""12""","""Quick Bites""","""12noon to 10pm(Mon-Sun)""","""Average""","""3.1""","""32"""
"""Sagar Ratna""","""600""","""South Indian,North Indian,Chinese""","""Agra""","""Khandari""","""https://www.zomato.com/agra/sagar-ratna-khandari/info""","""12""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Good""","""3.5""","""86"""
"""Ajanta Sweets""","""200""","""Mithai""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/ajanta-sweets-kamla-nagar/info""","""12""","""Sweet Shop""","""11am to 9pm(Mon-Sun)""","""Good""","""3.7""","""38"""
"""The Rasoi""","""200""","""Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/the-rasoi-sikandra/info""","""12""","""Quick Bites""","""(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Guru Kripa Bhojnalaya""","""300""","""North Indian""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/guru-kripa-bhojnalaya-kamla-nagar/info""","""12""","""Quick Bites""","""6pm to 11pm(Mon-Sun)""","""Very Good""","""4.0""","""79"""
"""Manohar Lal Daulat Ram Garg Gajak Wale""","""150""","""Mithai""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/manohar-lal-daulat-ram-garg-gajak-wale-sikandra/info""","""13""","""Sweet Shop""","""8am to 1030pm(Mon-Sun)""","""Good""","""3.5""","""57"""
"""The Delicious Restaurant""","""500""","""Fast Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/the-delicious-restaurant-shahganj/info""","""13""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.2""","""34"""
"""Jab We Meet""","""500""","""North Indian,Mughlai""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/jab-we-meet-1-civil-lines/info""","""13""","""Quick Bites""","""1030am to 10pm(Mon,Wed,Thu,Fri,Sat,Sun)...""","""Good""","""3.6""","""44"""
"""Chai Ka Adda""","""100""","""Tea""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/chai-ka-adda-sikandra/info""","""13""","""Beverage Shop""","""8am to 9pm(Mon-Sun)""","""Good""","""3.7""","""29"""
"""Kushwah Lassi Corner""","""100""","""Beverages""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/kushwah-lassi-corner-shahganj/info""","""13""","""Beverage Shop""","""10am to 10pm(Mon-Sun)""","""Average""","""3.4""","""15"""
"""Agra Bana""","""800""","""North Indian,Chinese,Continental,South Indian""","""Agra""","""Kuberpur""","""https://www.zomato.com/agra/agra-bana-kuberpur/info""","""13""","""Casual Dining""","""10am to 10pm(Mon-Sun)""","""Good""","""3.5""","""44"""
"""24*7 Hunger Solutions""","""200""","""North Indian,Chinese,Continental""","""Agra""","""Agra Cantt""","""https://www.zomato.com/agra/24-7-hunger-solutions-agra-cantt/info""","""13""","""none""","""NA""","""Good""","""3.5""","""38"""
"""Neelam Restaurant""","""400""","""North Indian""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/neelam-restaurant-dayal-bagh/info""","""13""","""Casual Dining""","""1030am to 1030pm(Mon-Sun)""","""Average""","""3.4""","""36"""
"""Ripples - Mansingh Palace""","""1500""","""North Indian,Continental""","""Agra""","""Mansingh Palace-- Tajganj""","""https://www.zomato.com/agra/ripples-mansingh-palace-tajganj/info""","""13""","""Fine Dining""","""6am to 7pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Sheesh Mahal - Mansingh Palace""","""1800""","""North Indian,Chinese,Continental""","""Agra""","""Mansingh Palace-- Tajganj""","""https://www.zomato.com/agra/sheesh-mahal-mansingh-palace-tajganj/info""","""13""","""Fine Dining""","""12noon to 1030pm(Mon-Sun)""","""Good""","""3.6""","""19"""
"""Anil Gajak Palace""","""300""","""Mithai""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/anil-gajak-palace-civil-lines/info""","""13""","""Sweet Shop""","""8am to 10pm(Mon-Sun)""","""Good""","""3.8""","""47"""
"""Kesar Restaurant""","""1200""","""North Indian,Chinese,Continental""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/kesar-restaurant-tajganj/info""","""13""","""Casual Dining""","""9am to 1030pm(Mon-Sun)""","""Average""","""3.3""","""24"""
"""FNP Cakes ‘n’ More""","""200""","""Bakery,Desserts""","""Agra""","""Rakabganj""","""https://www.zomato.com/agra/fnp-cakes-n-more-rakabganj/info""","""13""","""Bakery""","""10am to 10pm(Mon-Sun)""","""Good""","""3.5""","""13"""
"""Healthy & Tasty Food""","""300""","""Fast Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/healthy-tasty-food-shahganj/info""","""13""","""Quick Bites""","""12noon to 3pm,7pm to 9pm(Mon-Sun)""","""Good""","""3.5""","""14"""
"""Kings Pizza And Burger""","""200""","""Pizza,Burger""","""Agra""","""Rakabganj""","""https://www.zomato.com/agra/kings-pizza-and-burger-rakabganj/info""","""13""","""Quick Bites""","""1130am to 1030pm(Mon-Sun)""","""Good""","""3.5""","""15"""
"""Bob Marley Restaurant""","""600""","""North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/bob-marley-restaurant-tajganj/info""","""14""","""Casual Dining""","""7am to 10pm(Mon-Sun)""","""Average""","""3.2""","""24"""
"""Crazy Burger""","""100""","""Burger""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/crazy-burger-sikandra/info""","""14""","""Quick Bites""","""1030am to 1030pm(Mon-Sun)""","""Good""","""3.6""","""18"""
"""Shri Dauji Sweets""","""200""","""Mithai,Street Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/shri-dauji-sweets-shahganj/info""","""14""","""Sweet Shop""","""8am to 8pm(Mon-Sun)""","""Average""","""3.0""","""33"""
"""Om Restaurant""","""250""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/om-restaurant-civil-lines/info""","""14""","""Quick Bites""","""11am to 1130pm(Mon,Tue,Wed,Thu,Sat),11am to ...""","""Good""","""3.7""","""97"""
"""Bhaagya Shree Studio & Bakers""","""250""","""Bakery""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/bhaagya-shree-studio-bakers-kamla-nagar/info""","""14""","""Bakery""","""11am to 10pm(Mon-Sun)""","""Good""","""3.6""","""19"""
"""Brijwasi Bhojnalaya""","""200""","""North Indian""","""Agra""","""Rakabganj""","""https://www.zomato.com/agra/brijwasi-bhojnalaya-rakabganj/info""","""14""","""Bhojanalya""","""9am to 930pm(Mon-Sun)""","""Average""","""3.4""","""23"""
"""Food & Fight""","""200""","""Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/food-fight-sikandra/info""","""14""","""Quick Bites""","""4pm to 10pm(Mon-Sun)""","""Good""","""3.5""","""20"""
"""Jenith Fast Food""","""300""","""North Indian,South Indian,Continental""","""Agra""","""Mantola""","""https://www.zomato.com/agra/jenith-fast-food-mantola/info""","""14""","""Quick Bites""","""11am to 1030pm(Mon-Sun)""","""Average""","""3.4""","""15"""
"""Chef Signature""","""900""","""Fast Food,Continental,Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/chef-signature-tajganj/info""","""14""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Average""","""3.0""","""20"""
"""Food Treasure""","""200""","""Bakery,Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/food-treasure-sikandra/info""","""14""","""Bakery""","""10am to 10pm(Mon-Sun)""","""Good""","""3.5""","""15"""
"""Iccha Veg Biryani""","""100""","""Biryani""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/iccha-veg-biryani-sikandra/info""","""14""","""Kiosk""","""11am to 6pm(Mon-Sun)""","""Good""","""3.5""","""22"""
"""The Park Restaurant""","""1000""","""North Indian,Chinese,Continental,Mughlai""","""Agra""","""Agra Cantt""","""https://www.zomato.com/agra/the-park-restaurant-agra-cantt/info""","""14""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Good""","""3.6""","""77"""
"""Agarsen Sweet""","""600""","""Mithai,Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/agarsen-sweet-sikandra/info""","""14""","""Sweet Shop""","""915am to 9pm(Mon-Sun)""","""Average""","""3.4""","""14"""
"""Chhabra Bakers and Confectioners""","""200""","""Bakery,Fast Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/chhabra-bakers-and-confectioners-shahganj/info""","""14""","""Confectionery""","""10am to 10pm(Mon-Sun)""","""Average""","""3.2""","""21"""
"""Laxman Momo's Corner""","""100""","""Momos""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/laxman-momos-corner-tajganj/info""","""14""","""Quick Bites""","""6pm to 10pm(Mon-Sun)""","""Good""","""3.5""","""23"""
"""Pracheen Petha""","""200""","""Desserts""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/pracheen-petha-3-civil-lines/info""","""15""","""Sweet Shop""","""(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Bansal Sweets""","""100""","""Mithai,Street Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/bansal-sweets-shahganj/info""","""15""","""Sweet Shop""","""9am to 10pm(Mon-Sun)""","""Average""","""2.7""","""30"""
"""AFC Kitchen""","""300""","""Fast Food""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/afc-kitchen-tajganj/info""","""15""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Average""","""3.3""","""23"""
"""The Crispy Treat""","""150""","""Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/the-crispy-treat-1-sikandra/info""","""15""","""Quick Bites""","""11am to 9pm(Mon-Sun)""","""Average""","""3.3""","""8"""
"""Pranjal Food Court""","""300""","""Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/pranjal-food-court-sikandra/info""","""15""","""Quick Bites""","""11am to 1030pm(Mon-Sun)""","""Average""","""3.0""","""21"""
"""Goli Vada Paav No.1""","""100""","""Street Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/goli-vada-paav-no-1-shahganj/info""","""15""","""Quick Bites""","""10am to 1030pm(Mon-Sun)""","""Average""","""3.2""","""20"""
"""Giani""","""300""","""Beverages,Desserts,Ice Cream""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/giani-civil-lines/info""","""15""","""Dessert Parlor""","""12noon to 10pm(Mon-Sun)""","""Average""","""2.5""","""18"""
"""Laxman Momo's Corner""","""100""","""Street Food""","""Agra""","""Agra Cantt""","""https://www.zomato.com/agra/laxman-momos-corner-agra-cantt/info""","""15""","""Quick Bites""","""6pm to 10pm(Mon-Sun)""","""Good""","""3.8""","""20"""
"""Shagun Cafe""","""100""","""Bakery,Cafe""","""Agra""","""Khandari""","""https://www.zomato.com/agra/shagun-cafe-khandari/info""","""15""","""Quick Bites""","""10am to 930pm(Mon-Sun)""","""Average""","""3.4""","""12"""
"""Cake & More""","""500""","""Bakery""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/cake-more-kamla-nagar/info""","""15""","""Quick Bites""","""1030am to 1030pm(Mon-Sun)""","""Average""","""3.0""","""16"""
"""Panchhi Petha Store""","""400""","""Mithai""","""Agra""","""Mantola""","""https://www.zomato.com/agra/panchhi-petha-store-mantola/info""","""15""","""Sweet Shop""","""(Mon-Sun)""","""Average""","""3.4""","""12"""
"""Mor Mukut Misthan Bhandar""","""400""","""Mithai,Desserts,Street Food""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/mor-mukut-misthan-bhandar-kamla-nagar/info""","""15""","""Sweet Shop""","""9am to 9pm(Mon-Sun)""","""Average""","""3.3""","""14"""
"""Garg Dairy""","""200""","""Bakery,Fast Food""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/garg-dairy-1-kamla-nagar/info""","""15""","""Bakery""","""11am to 930pm(Mon,Wed,Thu,Fri,Sat,Sun),2pm...""","""Average""","""3.3""","""12"""
"""Fauzi Dhaba""","""650""","""North Indian,Chinese,Continental""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/fauzi-dhaba-tajganj/info""","""15""","""Casual Dining""","""7am to 10pm(Mon-Sun)""","""Average""","""3.0""","""17"""
"""Hungernomia""","""300""","""Wraps,Sandwich,Burger,Fast Food""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/hungernomia-civil-lines/info""","""15""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Average""","""3.3""","""16"""
"""Jugalbandi""","""250""","""North Indian,Chinese""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/jugalbandi-sikandra/info""","""16""","""Quick Bites""","""1pm to 10pm(Mon-Sun)""","""Average""","""3.4""","""22"""
